"FILENAME","FILEPATHINMUREX","DESTINATIONFILEPATH","OWNEROFREPORT","STREAMOWNER","PROCESSINGSCRIPT","PROCESSINGSCRIPT_DESC","PROCESSINGUNIT","BATCHNAME","BATCHTYPE","BATCHNAME_DESC","GLOBALFILTER","SINGLE_EXTFEED_NAME","SINGLE_EXTFEED_DESC","SINGLE_EXTREQ_NAME","SINGLE_EXTREQ_DESC","EXTRACTIONTYPE","EXTRACTIONVIEW","TABLENAME","LABELMODE","SCANNERTEMPLATE","LABELOFDATA","LABELOFDATA_VALUE","COMMANDBEFORE","COMMANDAFTER","EXTRACTION_PARAMETERS"
"","","","","","AM_PLVAR_BT","Run clean and dirty PLVAR using NAV output","REP_BATCHES_FEED    ","MX_PLVAR_NAV_BF","batchOfFeeders","Batches for PLVAR_BT_NAV_C_REP and PLVAR_BT_NAV_D_REP feed","MX_YTD_BT_GF","MX_PLVAR_BT_NAV_C_FD","Feed the table PLVAR_BT_NAV_C.REP","","","                    ","","Table:PLVAR_BT_NAV_C.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","AM_PLVAR_BT","Run clean and dirty PLVAR using NAV output","REP_BATCHES_FEED    ","MX_PLVAR_NAV_BF","batchOfFeeders","Batches for PLVAR_BT_NAV_C_REP and PLVAR_BT_NAV_D_REP feed","MX_YTD_BT_GF","MX_PLVAR_BT_NAV_D_FD","Feed the table PLVAR_BT_NAV_D.REP","","","                    ","","Table:PLVAR_BT_NAV_D.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","AM_VAR_BT_ARCHIVAL","Extract Clean and Dirty Backteting against VaR 99%","REP_BATCHES_FEED    ","MX_VAR_BT_AM_BF","batchOfFeeders","Feed VAR_BT_AM_REP with Clean/Dirty PL and VaR 99","BT_NAV_ARCHIVAL_GF","MX_VAR_BT_AM_FD","Feed VAR_BT_AM.REP with Clean/Dirty PL and VaR 99%","","","                    ","","Table:VAR_BT_AM.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","MX_PERF_ASGMT_ENRICH","Generate and enrich the assignment Information for Pension,assurance perfomance calculatioin","REP_BATCHES_FEED    ","MX_PERF_ASGT_BF","batchOfFeeders","Assignment feeder for performance","","MX_PERF_ASSIGN_FEED","Feeds the table MX_ PERF_ASSIGN_REP","","","                    ","","Table:MX_PERF_ASSIGN.REP","One data set","","                    ","lastSnapshot","","",""
"","","","","","MX_PERF_LOAD","Loads new data for internal and external performance and assignments, old data purged","REP_BATCHES_FEED    ","MX_PERF_ASGT_BF","batchOfFeeders","Assignment feeder for performance","","MX_PERF_ASSIGN_FEED","Feeds the table MX_ PERF_ASSIGN_REP","","","                    ","","Table:MX_PERF_ASSIGN.REP","One data set","","                    ","lastSnapshot","","",""
"","","","","","MX_PERF_LOAD","Loads new data for internal and external performance and assignments, old data purged","REP_BATCHES_FEED    ","MX_PERF_BM_BF","batchOfFeeders","Batch of feeder for MX_PERF_BENCH_FEED","MX_PERF_BM_GF","MX_PERF_BENCH_FEED","Feeds the table MX_PERF_BENCH_REP","","","                    ","","Table:MX_PERF_BENCH.REP","One data set per day","","Performance         ","lastSnapshot","","",""
"","","","","","MX_PERF_ASGMT_ENRICH","Generate and enrich the assignment Information for Pension,assurance perfomance calculatioin","REP_BATCHES_FEED    ","PERF_BM_ASG_ALL","batchOfFeeders","Batch of feeder to feed table PERF_BM_ASG_ALL_REP","","PERF_BM_ASG_ALL_FEED","Feeder to enrich BM assignment table with level 0","","","                    ","","Table:PERF_BM_ASG_ALL.REP","One data set","","PERF_BM_ASG_ALL     ","lastSnapshot","","",""
"","","","","","MX_PERF_ASGMT_ENRICH","Generate and enrich the assignment Information for Pension,assurance perfomance calculatioin","REP_BATCHES_FEED    ","PERF_BM_ASG_LVL","batchOfFeeders","Batch of feeder feed PERF_PTF_ASG_LVL_REP","","PERF_BM_ASG_LVL_FEED","Enrich assignment table with assignment level","","","                    ","","Table:PERF_BM_ASG_LVL.REP","One data set","","PERF_BM_ASG_LVL     ","lastSnapshot","","",""
"","","","","","MX_PERF_ASGMT_ENRICH","Generate and enrich the assignment Information for Pension,assurance perfomance calculatioin","REP_BATCHES_FEED    ","PERF_PTF_LVL_BF","batchOfFeeders","Batch of feeder feed the table PERF_PTF_ASG_LVL_REP","","PERF_PTF_ASG_LVL_FEED","Feeder to feed the portfolio level table","","","                    ","","Table:PERF_PTF_ASG_LVL.REP;Table:PERF_PTF_SIM_LVL.REP","One data set","","PERF_PTF_LEVEL      ","lastSnapshot","","",""
"","","","","","","","REP_BATCHES_FEED    ","ERM_INV_BF","batchOfFeeders","Batch of feeders for ERM_INV_F","","ERM_INV_F","Data feeder for ERM_INV_REP table","","","                    ","","Table:ERM_INV.REP","One data set","","ERM_EOD             ","lastSnapshot","","",""
"","","","","","ERM_RTLIM_RC_PS","RTLIM Risk Computation","REP_BATCHES_FEED    ","ERM_INV_BF","batchOfFeeders","Batch of feeders for ERM_INV_F","","ERM_INV_F","Data feeder for ERM_INV_REP table","","","                    ","","Table:ERM_INV.REP","One data set","","ERM_EOD             ","lastSnapshot","","",""
"","","","","","ERM_EOD_RC_PS","EOD Risk Computation as of Yesterday (closing of business)","REP_BATCHES_FEED    ","ERM_INV-1_BF","batchOfFeeders","Batch of feeders for ERM_INV_F -1","MX_COL_INVTRY_GF-1","ERM_INV_F","Data feeder for ERM_INV_REP table","","","                    ","","Table:ERM_INV.REP","One data set","","ERM_EOD-1           ","lastSnapshot","","",""
"","","","","","","","","MX_PLVAR_FXD","batchOfDatamartExtractions","Batch of extraction for PL Explain report","MX_TODAY_PTF","E_PLVAR_FXD","Extraction for PL Explain report","R_PLVAR_FXD","Request for the PL Explain report","VIEWER              ","","Table:DM_PLVAR_FXD.REP","One data set per day","","                    ","lastSnapshot","","",""
"","","","","","PS_BT_CLEAN_PLVAR","Script to store clean PLVAR backtesting values","REP_BATCHES_FEED    ","BF_BT_CLEANPLVA","batchOfFeeders","Batch of Table feeder for clean backtesting - reading from PLvar","FILTER_CLEAN_BT","F_BT_CLEAN_PLVAR","Table feeder for table BT_CLEAN_PLVAR.REP clean backtesting - reading from PLvar","","","                    ","","Table:BT_CLEAN_PLVAR.REP","One data set per day","","BT_CLEAN_PLVA       ","lastSnapshot","","",""
"","","","","","","","","ERM_FDDT_BF","batchOfFeeders","Batch of feeder for MLC Fund Data","","ERM_FUND_DATA_F","Data feeder for ERM_FUND_DATA_REP","","","                    ","","Table:ERM_FUND_DATA.REP","One data set","","ERM_EOD             ","lastSnapshot","","",""
"","","","","","","","","ERM_ISDT_BF","batchOfFeeders","Batch of feeder for MLC Issuer Data","","ERM_ISSUER_DATA_F","Data feeder for ERM_ISSUER_DATA_REP table","","","                    ","","Table:ERM_ISSUER_DATA.REP","One data set","","ERM_EOD             ","lastSnapshot","","",""
"","","","","","PS_BT_DIRTY","Script to store dirty backtesting values","REP_BATCHES_FEED    ","BF_BT_DIRTY","batchOfFeeders","Batch of Table feeder for dirty backtesting - reading from PLvar","FILTER_DIRTY_BT","F_BT_DIRTY","Table feeder for table BT_DIRTY.REP dirty backtesting - reading from PLvar","","","                    ","","Table:BT_DIRTY.REP","One data set per day","","BT_DIRTY            ","lastSnapshot","","",""
"","","","","","PS_BACKTESTING","Processing Script to historize Backtesting results via batch of feeder","REP_BATCHES_FEED    ","BF_BACKTESTING","batchOfFeeders","Batch of Table Feeder to Historize Backtesting data","FILTER_BACKTESTING","F_BACKTESTING","Table feeder for clean/dirty backtesting Historization- reading from BACKTESTING.REP","","","                    ","","Table:BACKTESTING.REP","One data set per day","","Backtesting_Data    ","lastSnapshot","","",""
"","","","","","","","","MX_FIX_INTRD_BF","batchOfFeeders","Intra day Batch of feeders to feed table FIXING_REP","MX_TODAY_D","MX_FIXING_FEED","Feeder of table FIXING_REP","","","                    ","","Table:FIXING.REP","One data set","","INTRD_FIX           ","lastSnapshot","","",""
"","","","","","PS_FIXING","","REP_BATCHES_FEED    ","MX_FIXING_BF","batchOfFeeders","Table FIXING_REP is fed","MX_E1_Y_GF","MX_FIXING_FEED","Feeder of table FIXING_REP","","","                    ","","Table:FIXING.REP","One data set per day","8EngineBatch500                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","","","","MX_XG_FXC01_BE","batchOfDatamartExtractions","Run extraction FXC01-TodaysFixings, Shows all Fixings that need to be done today on FX Cash products","","FXC01-TodaysFixings","Shows all Fixings that need to be done today on FX Cash products","FXC01-TodaysFixings","Retrieve all fixings needing to be done today","VIEWER              ","FXC01-TodaysFixings","Table:FIXING.REP","One data set","","INTRD_FIX           ","lastSnapshot","","",""
"","","","","","PS_ACCOUNT_JOURNAL","BOF & BOE for extraction of Accounting Entries Journal Report Extraction","REP_BATCHES_FEED    ","MX_ACC_ST_BF","batchOfFeeders","Tables ACC_ACCOUNT_REP and ACC_RULES_REP are fed","ACC_Y_GF","MX_ACC_ACCOUNT_FEED","Feeder of table ACC_ACCOUNT_REP","","","                    ","","Table:ACC_ACCOUNT.REP","One data set per day","","BAB_KSA             ","lastSnapshot","","",""
"","","","","","PS_ACCOUNT_JOURNAL","BOF & BOE for extraction of Accounting Entries Journal Report Extraction","REP_BATCHES_FEED    ","MX_ACC_BF","batchOfFeeders","Table ACC_JOURNAL_REP is fed","ACC_Y_GF","MX_ACC_JOURNAL_FEED","Feeder of table ACC_JOURNAL_REP","","","                    ","","Table:ACC_JOURNAL.REP","One data set per day","","BAB_KSA             ","lastSnapshot","","",""
"","","","","","ACC_ENTRIES_PS","Populate the accounting entries and feed to datamart table","REP_BATCHES_FEED    ","ACC_RULES_BF","batchOfFeeders","Batch of feeders for MX_ACC_RULES_FEED","FAH","MX_ACC_RULES_FEED","Feeder of table ACC_RULES_REP","","","                    ","","Table:ACC_RULES.REP","One data set per day","","ACC_DAILY           ","lastSnapshot","","",""
"","","","","","ACC_ENTRIES_PS_0817","","REP_BATCHES_FEED    ","ACC_RULES_BF","batchOfFeeders","Batch of feeders for MX_ACC_RULES_FEED","FAH","MX_ACC_RULES_FEED","Feeder of table ACC_RULES_REP","","","                    ","","Table:ACC_RULES.REP","One data set per day","","ACC_DAILY           ","lastSnapshot","","",""
"","","","","","","","","MX_ACT_JOBS_BF","batchOfFeeders","Batch of feeders for ACT_JOBS_REP feed","","MX_ACT_JOBS_FEED","Data feeder for ACT_JOBS_REP table","","","                    ","","Table:ACT_JOBS.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","","","","MX_ALTERNATE_BF","batchOfFeeders","ALTERNATE_ID_REP table will be fed","","MX_ALTERNATE_ID_FEED","ALTERNATE_ID_REP table will be feeded","","","                    ","","Table:ALTERNATE_ID.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","","","","MX_AMCL_EXCS_BF","batchOfFeeders","This batch of feeders feeds AMCL_EXCESS_REP","MX_AMCL_EXCESS_GF","MX_AMCL_EXCESS_FD","Data feeder for AMCL_EXCESS_REP table","","","                    ","","Table:AMCL_EXCESS.REP","One data set per day","","COMPLIANCE          ","lastSnapshot","","",""
"","","","","","","","","MX_AMCL_RUAU_BF","batchOfFeeders","This batch of feeders feeds AMCL_RULE_AUD_REP","MX_AMCL_RULE_AUD_GF","MX_AMCL_RULE_AUD_FD","Data feeder for AMCL_RULE_AUD_REP table","","","                    ","","Table:AMCL_RULE_AUD.REP","One data set per day","","COMPLIANCE          ","lastSnapshot","","",""
"","","","","","","","","MX_AMCL_RULE_BF","batchOfFeeders","This batch of feeders feeds AMCL_RULE_REP","MX_AMCL_RULE_GF","MX_AMCL_RULE_FD","Data feeder for AMCL_RULE_REP table","","","                    ","","Table:AMCL_RULE.REP","One data set per day","","COMPLIANCE          ","lastSnapshot","","",""
"","","","","","","","","MX_AMCL_UTIL_BF","batchOfFeeders","This batch of feeders feeds AMCL_UTIL_REP","MX_AMCL_UTIL_GF","MX_AMCL_UTIL_FD","Data feeder for AMCL_UTIL_REP table","","","                    ","","Table:AMCL_UTIL.REP","One data set per day","","COMPLIANCE          ","lastSnapshot","","",""
"","","","","","","","","MX_AU_CFG_BF","batchOfFeeders","This batch populates the Datamart tables storing the Datamart objects configuration","MX_TODAY_SQL","MX_AU_DMTABLE_FD","This feeder populates the Datamart table AU_DMTABLE_REP that stores the Datamart table definition","","","                    ","","Table:AU_DMTABLE.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","","","","MX_AU_CFG_BF","batchOfFeeders","This batch populates the Datamart tables storing the Datamart objects configuration","MX_TODAY_SQL","MX_AU_DYNTABLEFLDS_FD","This feeder populates the Datamart table AU_DYNTABLEFLDS_REP that stores the dynamic table fields","","","                    ","","Table:AU_DYNTABLE_FLDS.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","","","","MX_AU_CFG_BF","batchOfFeeders","This batch populates the Datamart tables storing the Datamart objects configuration","MX_TODAY_SQL","MX_AU_DYNTABLE_FD","This feeder populates the Datamart table AU_DYNTABLE_REP that stores the dynamic tables definition","","","                    ","","Table:AU_DYNTABLE.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","","","","MX_AU_CFG_BF","batchOfFeeders","This batch populates the Datamart tables storing the Datamart objects configuration","MX_TODAY_SQL","MX_AU_REPCONF_FD","This feeder populates the Datamart table AU_REPCONF_REP that contains the reporting chain","","","                    ","","Table:AU_REPCONF.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","","","","MX_IR_POS_E2_BF","batchOfFeeders","triggers all the Feeders related the the IR sensitivities,Bonds/future Position for ES2","MX_E2_Y_GF","MX_BAS_PAR_FD","Data feeder for the table BAS_PAR_REP","","","                    ","","Table:BAS_PAR.REP","One data set per day","","ES2                 ","lastSnapshot","","",""
"","","","","","","","","MX_IR_POS_E1_BK","batchOfFeeders","triggers all the Feeders related the the IR sensitivities,Bonds/future Position for ES1-MX_IR_OldBkp","MX_E1_Y_GF","MX_BAS_PAR_FD","Data feeder for the table BAS_PAR_REP","","","                    ","","Table:BAS_PAR.REP","One data set per day","4ENGINEBATCH200                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","","","","MX_IR_POS_E2_BF","batchOfFeeders","triggers all the Feeders related the the IR sensitivities,Bonds/future Position for ES2","MX_E2_Y_GF","MX_BAS_ZERO_FD","Data feeder for the table BAS_ZERO_REP","","","                    ","","Table:BAS_ZERO.REP","One data set per day","","ES2                 ","lastSnapshot","","",""
"","","","","","","","","MX_IR_POS_E1_BK","batchOfFeeders","triggers all the Feeders related the the IR sensitivities,Bonds/future Position for ES1-MX_IR_OldBkp","MX_E1_Y_GF","MX_BAS_ZERO_FD","Data feeder for the table BAS_ZERO_REP","","","                    ","","Table:BAS_ZERO.REP","One data set per day","4ENGINEBATCH200                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","","","","MX_IR_POS_E2_BF","batchOfFeeders","triggers all the Feeders related the the IR sensitivities,Bonds/future Position for ES2","MX_E2_Y_GF","MX_BND_POS_FD","Data feeder for the table BND_POS_REP","","","                    ","","Table:BND_POS.REP","One data set per day","","ES2                 ","lastSnapshot","","",""
"","","","","","","","","MX_IR_POS_E1_BK","batchOfFeeders","triggers all the Feeders related the the IR sensitivities,Bonds/future Position for ES1-MX_IR_OldBkp","MX_E1_Y_GF","MX_BND_POS_FD","Data feeder for the table BND_POS_REP","","","                    ","","Table:BND_POS.REP","One data set per day","4ENGINEBATCH200                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","PS_ES1_POSN_RISK_FDR","","REP_BATCHES_FEED    ","MX_IR_POS_E1_BF","batchOfFeeders","triggers all the Feeders related the the IR sensitivities,Bonds/future Position for ES1","MX_E1_Y_GF","MX_BND_POS_FD","Data feeder for the table BND_POS_REP","","","                    ","","Table:BND_POS.REP","One data set per day","4EngineBatch500                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","","","","MX_CAL_AUDIT_BF","batchOfFeeders","Batch of feeders for MX_CAL_AUDIT_FEED feeder","","MX_CAL_AUDIT_FEED","Data feeder for table CAL_AUDIT_REP","","","                    ","","Table:CAL_AUDIT.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","","","","MX_POSRSK_BF","batchOfFeeders","Feeders of position and risk management tables","MX_TODAY_D","MX_CASH_ARCH_FEED","Feeder of table CASH_ARCH_REP","","","                    ","","Table:CASH_ARCH.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","MX_CS_ES2_PS","Launches the BOFs and BOEs for CS01 reports for ES2","REP_BATCHES_FEED    ","MX_CS_E2_BF","batchOfFeeders","triggers the CASH_FLOW, CASH_ARCH table feeders for the ES2 closing entity set","MX_E2_Y_GF","MX_CASH_ARCH_FEED","Feeder of table CASH_ARCH_REP","","","                    ","","Table:CASH_ARCH.REP","One data set per day","","ES2                 ","lastSnapshot","","",""
"","","","","","MX_CS_ES1_PS","Launches the BOF for CS04 reports for ES1","REP_BATCHES_FEED    ","MX_CS_E1_BF","batchOfFeeders","triggers the CASH_FLOW, CASH_ARCH table feeders for the ES1 closing entity set","MX_E1_Y_GF","MX_CASH_ARCH_FEED","Feeder of table CASH_ARCH_REP","","","                    ","","Table:CASH_ARCH.REP","One data set per day","8EngineBatch500                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","CR_706595_PS","","REP_BATCHES_FEED    ","MX_CS_E1_BF","batchOfFeeders","triggers the CASH_FLOW, CASH_ARCH table feeders for the ES1 closing entity set","MX_E1_Y_GF","MX_CASH_ARCH_FEED","Feeder of table CASH_ARCH_REP","","","                    ","","Table:CASH_ARCH.REP","One data set per day","8EngineBatch500                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","","","","MX_POSRSK_BF","batchOfFeeders","Feeders of position and risk management tables","MX_TODAY_D","MX_CASH_FLOW_FEED","Feeder of table CASH_FLOW_REP","","","                    ","","Table:CASH_FLOW.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","MX_CS_ES2_PS","Launches the BOFs and BOEs for CS01 reports for ES2","REP_BATCHES_FEED    ","MX_CS_E2_BF","batchOfFeeders","triggers the CASH_FLOW, CASH_ARCH table feeders for the ES2 closing entity set","MX_E2_Y_GF","MX_CASH_FLOW_FEED","Feeder of table CASH_FLOW_REP","","","                    ","","Table:CASH_FLOW.REP","One data set per day","","ES2                 ","lastSnapshot","","",""
"","","","","","MX_CS_ES1_PS","Launches the BOF for CS04 reports for ES1","REP_BATCHES_FEED    ","MX_CS_E1_BF","batchOfFeeders","triggers the CASH_FLOW, CASH_ARCH table feeders for the ES1 closing entity set","MX_E1_Y_GF","MX_CASH_FLOW_FEED","Feeder of table CASH_FLOW_REP","","","                    ","","Table:CASH_FLOW.REP","One data set per day","8EngineBatch500                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","CR_706595_PS","","REP_BATCHES_FEED    ","MX_CS_E1_BF","batchOfFeeders","triggers the CASH_FLOW, CASH_ARCH table feeders for the ES1 closing entity set","MX_E1_Y_GF","MX_CASH_FLOW_FEED","Feeder of table CASH_FLOW_REP","","","                    ","","Table:CASH_FLOW.REP","One data set per day","8EngineBatch500                 ","BAB_KSA             ","lastSnapshot","","",""
"","","","","","","","","MX_TRADEAUD_BF","batchOfFeeders","Table CNT_EVT_AUD_REP is fed","MX_TODAY_EVT_AUD","MX_CNT_EVT_AUD_FEED","Feeder of table CNT_EVT_AUD_REP","","","                    ","","Table:CNT_EVT_AUD.REP","One data set per day","","MXSTD               ","lastSnapshot","","",""
"","","","","","","","","MX_CONS_FAIL_BF","batchOfFeeders","To get the list of problematic consolidation trades according to a PL view","CONS_FAIL","MX_CONS_FAIL_FEED","Feeder to get the list of problematic consolidation trades according to a PL view","","","                    ","","Table:CONS_FAIL.REP","One data set per day","","MxDefault           ","lastSnapshot","","",""
"","","","","","","","","MX_CRD_SENE1_BF","batchOfFeeders","triggers all the Feeders related the the CRD sensitivities for ES1","MX_CRD_SENE1_GF","MX_CRD_BETA_FD","Data feeder for the table CRD_BETA_REP","","","                    ","","Table:CRD_BETA.REP","One data set per day","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"","","","","","","","","MX_CRD_SENE2_BF","batchOfFeeders","triggers all the Feeders related the the CRD sensitivities for ES2","MX_CRD_SENE2_GF","MX_CRD_BETA_FD","Data feeder for the table CRD_BETA_REP","","","                    ","","Table:CRD_BETA.REP","One data set per day","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"","","","","","","","","MX_CRD_SENE1_BF","batchOfFeeders","triggers all the Feeders related the the CRD sensitivities for ES1","MX_CRD_SENE1_GF","MX_CRD_CRDIO_FD","Data feeder for the table CRD_CRDIO_REP","","","                    ","","Table:CRD_CRDIO.REP","One data set per day","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"","","","","","","","","MX_CRD_SENE2_BF","batchOfFeeders","triggers all the Feeders related the the CRD sensitivities for ES2","MX_CRD_SENE2_GF","MX_CRD_CRDIO_FD","Data feeder for the table CRD_CRDIO_REP","","","                    ","","Table:CRD_CRDIO.REP","One data set per day","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"","","","","","","","","MX_CRD_SENE1_BF","batchOfFeeders","triggers all the Feeders related the the CRD sensitivities for ES1","MX_CRD_SENE1_GF","MX_CRD_CS01_BUCKETED_FD","Data feeder for the table CRD_CS01_BKTED_REP","","","                    ","","Table:CRD_CS01_BKTED.REP","One data set per day","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
"","","","","","","","","MX_CRD_SENE2_BF","batchOfFeeders","triggers all the Feeders related the the CRD sensitivities for ES2","MX_CRD_SENE2_GF","MX_CRD_CS01_BUCKETED_FD","Data feeder for the table CRD_CS01_BKTED_REP","","","                    ","","Table:CRD_CS01_BKTED.REP","One data set per day","4EngineBatch500                 ","MXPRESS             ","lastSnapshot","","",""
